,Timestamp,id,lat,long,date,stop,day_of_week,weekend,hour,time,CurrentEmploymentType,CurrentEmploymentTitle,FullName
0,2014-01-06 07:20:01,1,36.066457,24.88258237,2014-01-06,1.0,0.0,False,7.0,Morning,Information Technology,IT Helpdesk,Lucas Alcazar
1,2014-01-06 07:57:01,1,36.06371303,24.88593027,2014-01-06,2.0,0.0,False,7.0,Morning,Information Technology,IT Helpdesk,Lucas Alcazar
2,2014-01-06 12:17:01,1,36.04802488,24.87957162,2014-01-06,3.0,0.0,False,12.0,Afternoon,Information Technology,IT Helpdesk,Lucas Alcazar
3,2014-01-06 13:25:01,1,36.07668101,24.85757292,2014-01-06,4.0,0.0,False,13.0,Afternoon,Information Technology,IT Helpdesk,Lucas Alcazar
4,2014-01-06 17:44:01,1,36.04803181,24.87956989,2014-01-06,5.0,0.0,False,17.0,Evening,Information Technology,IT Helpdesk,Lucas Alcazar
5,2014-01-06 19:36:01,1,36.06650028,24.882586,2014-01-06,6.0,0.0,False,19.0,Evening,Information Technology,IT Helpdesk,Lucas Alcazar
6,2014-01-06 19:49:01,1,36.07528409,24.85631951,2014-01-06,7.0,0.0,False,19.0,Evening,Information Technology,IT Helpdesk,Lucas Alcazar
7,2014-01-06 20:27:01,1,36.07529304,24.85626837,2014-01-06,8.0,0.0,False,20.0,Night,Information Technology,IT Helpdesk,Lucas Alcazar
8,2014-01-06 22:11:01,1,36.06648637,24.88259577,2014-01-06,9.0,0.0,False,22.0,Night,Information Technology,IT Helpdesk,Lucas Alcazar
9,2014-01-06 23:01:01,1,36.04802471,24.87957304,2014-01-06,11.0,0.0,False,23.0,Night,Information Technology,IT Helpdesk,Lucas Alcazar
10,2014-01-07 01:10:01,1,36.0480284,24.8795682,2014-01-07,1.0,1.0,False,1.0,Midnight,Information Technology,IT Helpdesk,Lucas Alcazar
11,2014-01-07 03:20:01,1,36.06645565,24.88262136,2014-01-07,2.0,1.0,False,3.0,Early Morning,Information Technology,IT Helpdesk,Lucas Alcazar
12,2014-01-07 07:20:01,1,36.06649001,24.88260233,2014-01-07,3.0,1.0,False,7.0,Morning,Information Technology,IT Helpdesk,Lucas Alcazar
13,2014-01-07 07:56:01,1,36.06364685,24.88591713,2014-01-07,4.0,1.0,False,7.0,Morning,Information Technology,IT Helpdesk,Lucas Alcazar
14,2014-01-07 12:09:01,1,36.04803131,24.87957569,2014-01-07,5.0,1.0,False,12.0,Afternoon,Information Technology,IT Helpdesk,Lucas Alcazar
15,2014-01-07 13:43:01,1,36.05971734,24.85798936,2014-01-07,6.0,1.0,False,13.0,Afternoon,Information Technology,IT Helpdesk,Lucas Alcazar
16,2014-01-07 17:40:01,1,36.04803144,24.87956865,2014-01-07,7.0,1.0,False,17.0,Evening,Information Technology,IT Helpdesk,Lucas Alcazar
17,2014-01-07 18:51:01,1,36.06648168,24.88261717,2014-01-07,8.0,1.0,False,18.0,Evening,Information Technology,IT Helpdesk,Lucas Alcazar
18,2014-01-07 20:42:01,1,36.05194174,24.87076823,2014-01-07,9.0,1.0,False,20.0,Night,Information Technology,IT Helpdesk,Lucas Alcazar
19,2014-01-07 20:52:01,1,36.06647516,24.88265566,2014-01-07,11.0,1.0,False,20.0,Night,Information Technology,IT Helpdesk,Lucas Alcazar
20,2014-01-08 07:47:01,1,36.0664288,24.88265237,2014-01-08,1.0,2.0,False,7.0,Morning,Information Technology,IT Helpdesk,Lucas Alcazar
21,2014-01-08 08:00:01,1,36.06363873,24.88589063,2014-01-08,2.0,2.0,False,8.0,Morning,Information Technology,IT Helpdesk,Lucas Alcazar
22,2014-01-08 12:08:01,1,36.04803233,24.87956519,2014-01-08,3.0,2.0,False,12.0,Afternoon,Information Technology,IT Helpdesk,Lucas Alcazar
23,2014-01-08 13:48:01,1,36.07665452,24.85762688,2014-01-08,4.0,2.0,False,13.0,Afternoon,Information Technology,IT Helpdesk,Lucas Alcazar
24,2014-01-08 17:51:01,1,36.04802837,24.87957533,2014-01-08,5.0,2.0,False,17.0,Evening,Information Technology,IT Helpdesk,Lucas Alcazar
25,2014-01-08 19:18:01,1,36.06646327,24.88259321,2014-01-08,6.0,2.0,False,19.0,Evening,Information Technology,IT Helpdesk,Lucas Alcazar
26,2014-01-08 21:22:01,1,36.05194566,24.87080066,2014-01-08,7.0,2.0,False,21.0,Night,Information Technology,IT Helpdesk,Lucas Alcazar
27,2014-01-08 23:53:01,1,36.04802802,24.87957622,2014-01-08,8.0,2.0,False,23.0,Night,Information Technology,IT Helpdesk,Lucas Alcazar
28,2014-01-08 23:57:02,1,36.06647822,24.8826179,2014-01-08,9.0,2.0,False,23.0,Night,Information Technology,IT Helpdesk,Lucas Alcazar
29,2014-01-09 03:20:01,1,36.06645717,24.88261133,2014-01-09,1.0,3.0,False,3.0,Early Morning,Information Technology,IT Helpdesk,Lucas Alcazar
30,2014-01-09 07:21:01,1,36.06647053,24.88256875,2014-01-09,2.0,3.0,False,7.0,Morning,Information Technology,IT Helpdesk,Lucas Alcazar
31,2014-01-09 07:51:01,1,36.06370733,24.88589894,2014-01-09,3.0,3.0,False,7.0,Morning,Information Technology,IT Helpdesk,Lucas Alcazar
32,2014-01-09 12:09:01,1,36.04802137,24.87957443,2014-01-09,4.0,3.0,False,12.0,Afternoon,Information Technology,IT Helpdesk,Lucas Alcazar
33,2014-01-09 13:45:01,1,36.0634545,24.85102147,2014-01-09,5.0,3.0,False,13.0,Afternoon,Information Technology,IT Helpdesk,Lucas Alcazar
34,2014-01-09 17:48:01,1,36.04802442,24.87956768,2014-01-09,6.0,3.0,False,17.0,Evening,Information Technology,IT Helpdesk,Lucas Alcazar
35,2014-01-09 17:52:03,1,36.06649647,24.88257847,2014-01-09,7.0,3.0,False,17.0,Evening,Information Technology,IT Helpdesk,Lucas Alcazar
36,2014-01-10 07:50:01,1,36.0665048,24.88265407,2014-01-10,1.0,4.0,False,7.0,Morning,Information Technology,IT Helpdesk,Lucas Alcazar
37,2014-01-10 08:08:01,1,36.06366519,24.88591455,2014-01-10,2.0,4.0,False,8.0,Morning,Information Technology,IT Helpdesk,Lucas Alcazar
38,2014-01-10 12:21:01,1,36.048023,24.87957337,2014-01-10,3.0,4.0,False,12.0,Afternoon,Information Technology,IT Helpdesk,Lucas Alcazar
39,2014-01-10 13:21:01,1,36.05195408,24.87080459,2014-01-10,4.0,4.0,False,13.0,Afternoon,Information Technology,IT Helpdesk,Lucas Alcazar
40,2014-01-10 17:34:01,1,36.04802104,24.87957435,2014-01-10,5.0,4.0,False,17.0,Evening,Information Technology,IT Helpdesk,Lucas Alcazar
41,2014-01-10 19:10:01,1,36.06643481,24.88258602,2014-01-10,6.0,4.0,False,19.0,Evening,Information Technology,IT Helpdesk,Lucas Alcazar
42,2014-01-10 23:32:01,1,36.08544951,24.86040478,2014-01-10,7.0,4.0,False,23.0,Night,Information Technology,IT Helpdesk,Lucas Alcazar
43,2014-01-10 23:39:32,1,36.06645991,24.88262309,2014-01-10,8.0,4.0,False,23.0,Night,Information Technology,IT Helpdesk,Lucas Alcazar
44,2014-01-11 12:40:01,1,36.06650723,24.88258263,2014-01-11,1.0,5.0,True,12.0,Afternoon,Information Technology,IT Helpdesk,Lucas Alcazar
45,2014-01-11 13:41:01,1,36.07662775,24.85757093,2014-01-11,2.0,5.0,True,13.0,Afternoon,Information Technology,IT Helpdesk,Lucas Alcazar
46,2014-01-11 15:36:01,1,36.07523226,24.85628734,2014-01-11,3.0,5.0,True,15.0,Afternoon,Information Technology,IT Helpdesk,Lucas Alcazar
47,2014-01-11 15:49:01,1,36.06643379,24.88261512,2014-01-11,4.0,5.0,True,15.0,Afternoon,Information Technology,IT Helpdesk,Lucas Alcazar
48,2014-01-11 18:42:01,1,36.0664905,24.8826232,2014-01-11,5.0,5.0,True,18.0,Evening,Information Technology,IT Helpdesk,Lucas Alcazar
49,2014-01-11 19:47:01,1,36.05283419,24.86857991,2014-01-11,6.0,5.0,True,19.0,Evening,Information Technology,IT Helpdesk,Lucas Alcazar
50,2014-01-11 19:52:07,1,36.0664652,24.8826187,2014-01-11,7.0,5.0,True,19.0,Evening,Information Technology,IT Helpdesk,Lucas Alcazar
51,2014-01-12 12:45:01,1,36.06643347,24.88258516,2014-01-12,1.0,6.0,True,12.0,Afternoon,Information Technology,IT Helpdesk,Lucas Alcazar
52,2014-01-12 14:11:01,1,36.07665801,24.85759456,2014-01-12,2.0,6.0,True,14.0,Afternoon,Information Technology,IT Helpdesk,Lucas Alcazar
53,2014-01-12 15:14:01,1,36.06646999,24.88262915,2014-01-12,4.0,6.0,True,15.0,Afternoon,Information Technology,IT Helpdesk,Lucas Alcazar
54,2014-01-13 07:36:01,1,36.06641679,24.88265483,2014-01-13,1.0,0.0,False,7.0,Morning,Information Technology,IT Helpdesk,Lucas Alcazar
55,2014-01-13 08:11:01,1,36.06368789,24.88591165,2014-01-13,2.0,0.0,False,8.0,Morning,Information Technology,IT Helpdesk,Lucas Alcazar
56,2014-01-13 12:15:01,1,36.04803017,24.8795751,2014-01-13,3.0,0.0,False,12.0,Afternoon,Information Technology,IT Helpdesk,Lucas Alcazar
57,2014-01-13 13:35:01,1,36.07665221,24.85756416,2014-01-13,4.0,0.0,False,13.0,Afternoon,Information Technology,IT Helpdesk,Lucas Alcazar
58,2014-01-13 17:30:01,1,36.0480254,24.87956846,2014-01-13,5.0,0.0,False,17.0,Evening,Information Technology,IT Helpdesk,Lucas Alcazar
59,2014-01-13 18:45:01,1,36.0664525,24.88259461,2014-01-13,6.0,0.0,False,18.0,Evening,Information Technology,IT Helpdesk,Lucas Alcazar
60,2014-01-13 19:56:01,1,36.05192186,24.87078941,2014-01-13,7.0,0.0,False,19.0,Evening,Information Technology,IT Helpdesk,Lucas Alcazar
61,2014-01-13 20:10:01,1,36.06642351,24.88263852,2014-01-13,9.0,0.0,False,20.0,Night,Information Technology,IT Helpdesk,Lucas Alcazar
62,2014-01-14 07:24:01,1,36.06643741,24.88261471,2014-01-14,1.0,1.0,False,7.0,Morning,Information Technology,IT Helpdesk,Lucas Alcazar
63,2014-01-14 08:04:01,1,36.06367099,24.88594026,2014-01-14,2.0,1.0,False,8.0,Morning,Information Technology,IT Helpdesk,Lucas Alcazar
64,2014-01-14 12:07:01,1,36.04802454,24.87956662,2014-01-14,3.0,1.0,False,12.0,Afternoon,Information Technology,IT Helpdesk,Lucas Alcazar
65,2014-01-14 13:22:01,1,36.06583439,24.85236513,2014-01-14,4.0,1.0,False,13.0,Afternoon,Information Technology,IT Helpdesk,Lucas Alcazar
66,2014-01-14 17:42:01,1,36.04803221,24.87956941,2014-01-14,5.0,1.0,False,17.0,Evening,Information Technology,IT Helpdesk,Lucas Alcazar
67,2014-01-14 19:26:01,1,36.06644622,24.88264414,2014-01-14,6.0,1.0,False,19.0,Evening,Information Technology,IT Helpdesk,Lucas Alcazar
68,2014-01-14 21:15:01,1,36.05195364,24.87080567,2014-01-14,7.0,1.0,False,21.0,Night,Information Technology,IT Helpdesk,Lucas Alcazar
69,2014-01-14 21:19:52,1,36.06646439,24.88259898,2014-01-14,8.0,1.0,False,21.0,Night,Information Technology,IT Helpdesk,Lucas Alcazar
70,2014-01-15 07:33:01,1,36.06647107,24.88263284,2014-01-15,1.0,2.0,False,7.0,Morning,Information Technology,IT Helpdesk,Lucas Alcazar
71,2014-01-15 07:59:01,1,36.06362405,24.88589665,2014-01-15,2.0,2.0,False,7.0,Morning,Information Technology,IT Helpdesk,Lucas Alcazar
72,2014-01-15 12:07:01,1,36.04802257,24.87957609,2014-01-15,3.0,2.0,False,12.0,Afternoon,Information Technology,IT Helpdesk,Lucas Alcazar
73,2014-01-15 13:29:01,1,36.05196404,24.8707849,2014-01-15,4.0,2.0,False,13.0,Afternoon,Information Technology,IT Helpdesk,Lucas Alcazar
74,2014-01-15 17:48:01,1,36.04802523,24.87956583,2014-01-15,5.0,2.0,False,17.0,Evening,Information Technology,IT Helpdesk,Lucas Alcazar
75,2014-01-15 19:44:01,1,36.06646165,24.88263088,2014-01-15,6.0,2.0,False,19.0,Evening,Information Technology,IT Helpdesk,Lucas Alcazar
76,2014-01-15 20:40:01,1,36.05196321,24.87079022,2014-01-15,7.0,2.0,False,20.0,Night,Information Technology,IT Helpdesk,Lucas Alcazar
77,2014-01-15 20:53:01,1,36.06646555,24.88264295,2014-01-15,8.0,2.0,False,20.0,Night,Information Technology,IT Helpdesk,Lucas Alcazar
78,2014-01-15 22:33:01,1,36.06645743,24.8826365,2014-01-15,9.0,2.0,False,22.0,Night,Information Technology,IT Helpdesk,Lucas Alcazar
79,2014-01-15 22:37:02,1,36.04803026,24.87957655,2014-01-15,10.0,2.0,False,22.0,Night,Information Technology,IT Helpdesk,Lucas Alcazar
80,2014-01-16 00:09:01,1,36.04802716,24.87956907,2014-01-16,1.0,3.0,False,0.0,Midnight,Information Technology,IT Helpdesk,Lucas Alcazar
81,2014-01-16 06:30:01,1,36.06650603,24.88265687,2014-01-16,2.0,3.0,False,6.0,Morning,Information Technology,IT Helpdesk,Lucas Alcazar
82,2014-01-16 07:48:01,1,36.06646523,24.88259993,2014-01-16,3.0,3.0,False,7.0,Morning,Information Technology,IT Helpdesk,Lucas Alcazar
83,2014-01-16 08:10:01,1,36.06362423,24.88592963,2014-01-16,4.0,3.0,False,8.0,Morning,Information Technology,IT Helpdesk,Lucas Alcazar
84,2014-01-16 12:23:01,1,36.04802274,24.87957471,2014-01-16,5.0,3.0,False,12.0,Afternoon,Information Technology,IT Helpdesk,Lucas Alcazar
85,2014-01-16 13:34:01,1,36.05575684,24.90250543,2014-01-16,6.0,3.0,False,13.0,Afternoon,Information Technology,IT Helpdesk,Lucas Alcazar
86,2014-01-16 17:25:01,1,36.04802343,24.87957564,2014-01-16,7.0,3.0,False,17.0,Evening,Information Technology,IT Helpdesk,Lucas Alcazar
87,2014-01-16 18:54:01,1,36.06643411,24.88263985,2014-01-16,8.0,3.0,False,18.0,Evening,Information Technology,IT Helpdesk,Lucas Alcazar
88,2014-01-16 20:35:01,1,36.05192913,24.87079126,2014-01-16,9.0,3.0,False,20.0,Night,Information Technology,IT Helpdesk,Lucas Alcazar
89,2014-01-16 20:39:52,1,36.06648749,24.88261819,2014-01-16,10.0,3.0,False,20.0,Night,Information Technology,IT Helpdesk,Lucas Alcazar
90,2014-01-17 07:45:01,1,36.06650112,24.88264698,2014-01-17,1.0,4.0,False,7.0,Morning,Information Technology,IT Helpdesk,Lucas Alcazar
91,2014-01-17 08:05:01,1,36.06367436,24.88586895,2014-01-17,2.0,4.0,False,8.0,Morning,Information Technology,IT Helpdesk,Lucas Alcazar
92,2014-01-17 17:52:01,1,36.04803205,24.87957106,2014-01-17,3.0,4.0,False,17.0,Evening,Information Technology,IT Helpdesk,Lucas Alcazar
93,2014-01-17 19:35:01,1,36.06650004,24.88263252,2014-01-17,4.0,4.0,False,19.0,Evening,Information Technology,IT Helpdesk,Lucas Alcazar
94,2014-01-17 20:31:01,1,36.05196959,24.87082137,2014-01-17,5.0,4.0,False,20.0,Night,Information Technology,IT Helpdesk,Lucas Alcazar
95,2014-01-17 22:41:01,1,36.04802295,24.87957399,2014-01-17,6.0,4.0,False,22.0,Night,Information Technology,IT Helpdesk,Lucas Alcazar
96,2014-01-17 22:45:02,1,36.06644798,24.88261754,2014-01-17,7.0,4.0,False,22.0,Night,Information Technology,IT Helpdesk,Lucas Alcazar
97,2014-01-18 10:02:01,1,36.06648797,24.88263248,2014-01-18,1.0,5.0,True,10.0,Morning,Information Technology,IT Helpdesk,Lucas Alcazar
